PERMNO,date,TICKER,COMNAM,PRC,VOL,RET,SHROUT
17987,2023-01-13,VRT,VERTIV HOLDINGS CO,14.97000,1840534,-0.000668,377296
17987,2023-01-17,VRT,VERTIV HOLDINGS CO,14.96000,1798214,-0.000668,377296
17987,2023-01-18,VRT,VERTIV HOLDINGS CO,14.48000,2442931,-0.032086,377296
17987,2023-01-19,VRT,VERTIV HOLDINGS CO,13.94000,2197046,-0.037293,377296
17987,2023-01-20,VRT,VERTIV HOLDINGS CO,14.52000,1491001,0.041607,377296
17987,2023-01-23,VRT,VERTIV HOLDINGS CO,15.53000,4017694,0.069559,377296
17987,2023-01-24,VRT,VERTIV HOLDINGS CO,15.25000,2496735,-0.018030,377296
17987,2023-01-25,VRT,VERTIV HOLDINGS CO,14.35000,3616441,-0.059016,377296
17987,2023-01-26,VRT,VERTIV HOLDINGS CO,14.05000,4217216,-0.020906,377296
17987,2023-01-27,VRT,VERTIV HOLDINGS CO,14.38000,3144096,0.023488,377296
17987,2023-01-30,VRT,VERTIV HOLDINGS CO,13.96000,1808125,-0.029207,377296
17987,2023-01-31,VRT,VERTIV HOLDINGS CO,14.22000,2066480,0.018625,377296
17987,2023-02-01,VRT,VERTIV HOLDINGS CO,14.70000,2065906,0.033755,377296
17987,2023-02-02,VRT,VERTIV HOLDINGS CO,15.04000,2340468,0.023129,377296
17987,2023-02-03,VRT,VERTIV HOLDINGS CO,14.59000,3013585,-0.029920,377296
17987,2023-02-06,VRT,VERTIV HOLDINGS CO,14.20000,3748517,-0.026731,377296
17987,2023-02-07,VRT,VERTIV HOLDINGS CO,15.25000,4991250,0.073944,377296
17987,2023-02-08,VRT,VERTIV HOLDINGS CO,15.73000,5075125,0.031475,377296
17987,2023-02-09,VRT,VERTIV HOLDINGS CO,15.65000,3937868,-0.005086,377296
17987,2023-02-10,VRT,VERTIV HOLDINGS CO,14.46000,3260234,-0.076038,377296
17987,2023-02-13,VRT,VERTIV HOLDINGS CO,15.22000,2269425,0.052559,377296
17987,2023-02-14,VRT,VERTIV HOLDINGS CO,15.63000,2557261,0.026938,377296
17987,2023-02-15,VRT,VERTIV HOLDINGS CO,16.07000,3355013,0.028151,377296
17987,2023-02-16,VRT,VERTIV HOLDINGS CO,16.03000,2939917,-0.002489,377296
17987,2023-02-17,VRT,VERTIV HOLDINGS CO,16.06000,3823910,0.001871,377296
17987,2023-02-21,VRT,VERTIV HOLDINGS CO,15.26000,4883380,-0.049813,377296
17987,2023-02-22,VRT,VERTIV HOLDINGS CO,15.52000,11976677,0.017038,377296
17987,2023-02-23,VRT,VERTIV HOLDINGS CO,16.46000,7040275,0.060567,377296
17987,2023-02-24,VRT,VERTIV HOLDINGS CO,15.81000,3492345,-0.039490,377296
17987,2023-02-27,VRT,VERTIV HOLDINGS CO,15.76000,2715484,-0.003163,377296
17987,2023-02-28,VRT,VERTIV HOLDINGS CO,16.25000,3105853,0.031091,377296
17987,2023-03-01,VRT,VERTIV HOLDINGS CO,16.13000,3630403,-0.007385,377296
17987,2023-03-02,VRT,VERTIV HOLDINGS CO,15.83000,3145851,-0.018599,377296
17987,2023-03-03,VRT,VERTIV HOLDINGS CO,16.36000,3580841,0.033481,377296
17987,2023-03-06,VRT,VERTIV HOLDINGS CO,16.19000,3333580,-0.010391,377296
17987,2023-03-07,VRT,VERTIV HOLDINGS CO,15.84000,1725833,-0.021618,377296
17987,2023-03-08,VRT,VERTIV HOLDINGS CO,15.74000,2076898,-0.006313,377296
17987,2023-03-09,VRT,VERTIV HOLDINGS CO,15.38000,2730154,-0.022872,377296
17987,2023-03-10,VRT,VERTIV HOLDINGS CO,14.24000,4830135,-0.074122,377296
17987,2023-03-13,VRT,VERTIV HOLDINGS CO,13.83000,4944558,-0.028792,377296
17987,2023-03-14,VRT,VERTIV HOLDINGS CO,13.95000,3306232,0.008677,377296
17987,2023-03-15,VRT,VERTIV HOLDINGS CO,13.32000,3688673,-0.045161,377296
17987,2023-03-16,VRT,VERTIV HOLDINGS CO,13.60000,2994962,0.021021,377296
17987,2023-03-17,VRT,VERTIV HOLDINGS CO,13.12000,4399501,-0.035294,377296
17987,2023-03-20,VRT,VERTIV HOLDINGS CO,13.22000,4987650,0.007622,377296
17987,2023-03-21,VRT,VERTIV HOLDINGS CO,13.77000,2253222,0.041604,377296
17987,2023-03-22,VRT,VERTIV HOLDINGS CO,13.45000,2532912,-0.023239,377296
17987,2023-03-23,VRT,VERTIV HOLDINGS CO,13.23000,2124996,-0.016357,377296
17987,2023-03-24,VRT,VERTIV HOLDINGS CO,13.09000,1880438,-0.010582,377296
17987,2023-03-27,VRT,VERTIV HOLDINGS CO,13.19000,2611325,0.007639,377296
17987,2023-03-28,VRT,VERTIV HOLDINGS CO,13.21000,1967754,0.001516,377296
17987,2023-03-29,VRT,VERTIV HOLDINGS CO,13.71000,3241592,0.037850,377296
17987,2023-03-30,VRT,VERTIV HOLDINGS CO,13.80000,2696533,0.006565,377296
17987,2023-03-31,VRT,VERTIV HOLDINGS CO,14.31000,3137027,0.036957,377641
17987,2023-04-03,VRT,VERTIV HOLDINGS CO,13.97000,2261327,-0.023760,377641
17987,2023-04-04,VRT,VERTIV HOLDINGS CO,13.10000,2943141,-0.062276,377641
17987,2023-04-05,VRT,VERTIV HOLDINGS CO,12.92000,3206833,-0.013740,377641
17987,2023-04-06,VRT,VERTIV HOLDINGS CO,12.38000,3482164,-0.041796,377641
17987,2023-04-10,VRT,VERTIV HOLDINGS CO,12.55000,3449823,0.013732,377641
17987,2023-04-11,VRT,VERTIV HOLDINGS CO,12.55000,2925481,0.000000,377641
17987,2023-04-12,VRT,VERTIV HOLDINGS CO,12.25000,2689491,-0.023904,377641
17987,2023-04-13,VRT,VERTIV HOLDINGS CO,12.43000,4092600,0.014694,377641
17987,2023-04-14,VRT,VERTIV HOLDINGS CO,12.43000,2621001,0.000000,377641
17987,2023-04-17,VRT,VERTIV HOLDINGS CO,12.57000,2361978,0.011263,377641
17987,2023-04-18,VRT,VERTIV HOLDINGS CO,12.36000,3716193,-0.016706,377641
17987,2023-04-19,VRT,VERTIV HOLDINGS CO,12.49000,4485632,0.010518,377641
17987,2023-04-20,VRT,VERTIV HOLDINGS CO,12.27000,1937491,-0.017614,377641
17987,2023-04-21,VRT,VERTIV HOLDINGS CO,12.18000,2575291,-0.007335,377641
17987,2023-04-24,VRT,VERTIV HOLDINGS CO,12.73000,5059315,0.045156,377641
17987,2023-04-25,VRT,VERTIV HOLDINGS CO,12.23000,6829923,-0.039277,377641
17987,2023-04-26,VRT,VERTIV HOLDINGS CO,13.59000,16760465,0.111202,377641
17987,2023-04-27,VRT,VERTIV HOLDINGS CO,14.49000,6112621,0.066225,377641
17987,2023-04-28,VRT,VERTIV HOLDINGS CO,14.92000,5048553,0.029676,377641
17987,2023-05-01,VRT,VERTIV HOLDINGS CO,14.82000,3492949,-0.006702,377641
17987,2023-05-02,VRT,VERTIV HOLDINGS CO,14.92000,3744829,0.006748,377641
17987,2023-05-03,VRT,VERTIV HOLDINGS CO,14.93000,5293086,0.000670,377641
17987,2023-05-04,VRT,VERTIV HOLDINGS CO,14.31000,3302492,-0.041527,377641
17987,2023-05-05,VRT,VERTIV HOLDINGS CO,14.98000,4187373,0.046820,377641
17987,2023-05-08,VRT,VERTIV HOLDINGS CO,15.08000,2129972,0.006676,377641
17987,2023-05-09,VRT,VERTIV HOLDINGS CO,15.26000,3253137,0.011936,377641
17987,2023-05-10,VRT,VERTIV HOLDINGS CO,15.29000,2510000,0.001966,377641
17987,2023-05-11,VRT,VERTIV HOLDINGS CO,15.33000,1672046,0.002616,377641
17987,2023-05-12,VRT,VERTIV HOLDINGS CO,15.10000,1711292,-0.015003,377641
17987,2023-05-15,VRT,VERTIV HOLDINGS CO,15.32000,2162365,0.014569,377641
17987,2023-05-16,VRT,VERTIV HOLDINGS CO,15.13000,1630181,-0.012402,377641
17987,2023-05-17,VRT,VERTIV HOLDINGS CO,15.63000,2741209,0.033047,377641
17987,2023-05-18,VRT,VERTIV HOLDINGS CO,15.96000,4900285,0.021113,377641
17987,2023-05-19,VRT,VERTIV HOLDINGS CO,15.56000,3661351,-0.025063,377641
17987,2023-05-22,VRT,VERTIV HOLDINGS CO,16.51000,7543756,0.061054,377641
17987,2023-05-23,VRT,VERTIV HOLDINGS CO,16.29000,5738816,-0.013325,377641
17987,2023-05-24,VRT,VERTIV HOLDINGS CO,16.24000,4048832,-0.003069,377641
17987,2023-05-25,VRT,VERTIV HOLDINGS CO,18.51000,29409888,0.139778,377641
17987,2023-05-26,VRT,VERTIV HOLDINGS CO,19.74000,16000162,0.066451,377641
17987,2023-05-30,VRT,VERTIV HOLDINGS CO,20.14000,9997522,0.020263,377641
17987,2023-05-31,VRT,VERTIV HOLDINGS CO,19.30000,5854968,-0.041708,379736
17987,2023-06-01,VRT,VERTIV HOLDINGS CO,19.40000,4783172,0.005181,379736
17987,2023-06-02,VRT,VERTIV HOLDINGS CO,19.80000,4021892,0.020619,379736
17987,2023-06-05,VRT,VERTIV HOLDINGS CO,20.07000,4568545,0.013636,379736
17987,2023-06-06,VRT,VERTIV HOLDINGS CO,20.00000,2966874,-0.003488,379736
17987,2023-06-07,VRT,VERTIV HOLDINGS CO,20.56000,5017801,0.028000,379736
17987,2023-06-08,VRT,VERTIV HOLDINGS CO,20.58000,3695394,0.000973,379736
17987,2023-06-09,VRT,VERTIV HOLDINGS CO,21.19000,3982742,0.029640,379736
17987,2023-06-12,VRT,VERTIV HOLDINGS CO,21.11000,4767673,-0.003775,379736
17987,2023-06-13,VRT,VERTIV HOLDINGS CO,22.45000,6638666,0.063477,379736
17987,2023-06-14,VRT,VERTIV HOLDINGS CO,22.55000,4516606,0.004454,379736
17987,2023-06-15,VRT,VERTIV HOLDINGS CO,22.60000,4453303,0.002217,379736
17987,2023-06-16,VRT,VERTIV HOLDINGS CO,22.54000,7713660,-0.002655,379736
17987,2023-06-20,VRT,VERTIV HOLDINGS CO,23.34000,5143545,0.035492,379736
17987,2023-06-21,VRT,VERTIV HOLDINGS CO,22.97000,4860822,-0.015853,379736
17987,2023-06-22,VRT,VERTIV HOLDINGS CO,23.31000,4356874,0.014802,379736
17987,2023-06-23,VRT,VERTIV HOLDINGS CO,23.64000,6516607,0.014157,379736
17987,2023-06-26,VRT,VERTIV HOLDINGS CO,23.45000,7315207,-0.008037,379736
17987,2023-06-27,VRT,VERTIV HOLDINGS CO,23.80000,3704865,0.014925,379736
17987,2023-06-28,VRT,VERTIV HOLDINGS CO,23.35000,5087990,-0.018908,379736
17987,2023-06-29,VRT,VERTIV HOLDINGS CO,24.13000,8865521,0.033405,379736
17987,2023-06-30,VRT,VERTIV HOLDINGS CO,24.77000,5216226,0.026523,379736
17987,2023-07-03,VRT,VERTIV HOLDINGS CO,24.87000,1881917,0.004037,379736
17987,2023-07-05,VRT,VERTIV HOLDINGS CO,24.30000,3535209,-0.022919,379736
17987,2023-07-06,VRT,VERTIV HOLDINGS CO,24.08000,3814637,-0.009053,379736
17987,2023-07-07,VRT,VERTIV HOLDINGS CO,24.65000,2532586,0.023671,379736
17987,2023-07-10,VRT,VERTIV HOLDINGS CO,25.38000,2523114,0.029615,379736
17987,2023-07-11,VRT,VERTIV HOLDINGS CO,25.31000,3047606,-0.002758,379736
17987,2023-07-12,VRT,VERTIV HOLDINGS CO,25.76000,3119957,0.017780,379736
17987,2023-07-13,VRT,VERTIV HOLDINGS CO,26.51000,5184687,0.029115,379736
17987,2023-07-14,VRT,VERTIV HOLDINGS CO,26.35000,3135163,-0.006035,379736
17987,2023-07-17,VRT,VERTIV HOLDINGS CO,26.35000,3027360,0.000000,379736
17987,2023-07-18,VRT,VERTIV HOLDINGS CO,26.73000,4121209,0.014421,379736
17987,2023-07-19,VRT,VERTIV HOLDINGS CO,26.69000,6889789,-0.001496,379736
17987,2023-07-20,VRT,VERTIV HOLDINGS CO,26.17000,6024025,-0.019483,379736
17987,2023-07-21,VRT,VERTIV HOLDINGS CO,25.68000,5709893,-0.018724,379736
17987,2023-07-24,VRT,VERTIV HOLDINGS CO,25.78000,3872116,0.003894,379736
17987,2023-07-25,VRT,VERTIV HOLDINGS CO,25.99000,2741718,0.008146,379736
17987,2023-07-26,VRT,VERTIV HOLDINGS CO,25.34000,5117650,-0.025010,379736
17987,2023-07-27,VRT,VERTIV HOLDINGS CO,25.32000,4690020,-0.000789,379736
17987,2023-07-28,VRT,VERTIV HOLDINGS CO,25.95000,4622643,0.024882,379736
17987,2023-07-31,VRT,VERTIV HOLDINGS CO,26.01000,5875117,0.002312,379736
17987,2023-08-01,VRT,VERTIV HOLDINGS CO,26.53000,9987121,0.019992,379736
17987,2023-08-02,VRT,VERTIV HOLDINGS CO,34.29000,38479088,0.292499,379736
17987,2023-08-03,VRT,VERTIV HOLDINGS CO,34.50000,12837914,0.006124,379736
17987,2023-08-04,VRT,VERTIV HOLDINGS CO,35.71000,9938368,0.035072,379736
17987,2023-08-07,VRT,VERTIV HOLDINGS CO,35.72000,14131771,0.000280,379736
17987,2023-08-08,VRT,VERTIV HOLDINGS CO,36.22000,7777744,0.013998,379736
17987,2023-08-09,VRT,VERTIV HOLDINGS CO,34.82000,7518938,-0.038653,379736
17987,2023-08-10,VRT,VERTIV HOLDINGS CO,33.87000,11382271,-0.027283,379736
17987,2023-08-11,VRT,VERTIV HOLDINGS CO,33.51000,6050438,-0.010629,379736
17987,2023-08-14,VRT,VERTIV HOLDINGS CO,34.58000,5947787,0.031931,379736
17987,2023-08-15,VRT,VERTIV HOLDINGS CO,34.73000,5592405,0.004338,379736
17987,2023-08-16,VRT,VERTIV HOLDINGS CO,33.74000,5438160,-0.028506,379736
17987,2023-08-17,VRT,VERTIV HOLDINGS CO,32.99000,6342108,-0.022229,379736
17987,2023-08-18,VRT,VERTIV HOLDINGS CO,33.97000,7282734,0.029706,379736
17987,2023-08-21,VRT,VERTIV HOLDINGS CO,35.07000,5952883,0.032381,379736
17987,2023-08-22,VRT,VERTIV HOLDINGS CO,34.97000,4276406,-0.002851,379736
17987,2023-08-23,VRT,VERTIV HOLDINGS CO,35.68000,4733291,0.020303,379736
17987,2023-08-24,VRT,VERTIV HOLDINGS CO,35.01000,10481007,-0.018778,379736
17987,2023-08-25,VRT,VERTIV HOLDINGS CO,37.50000,10429677,0.071123,379736
17987,2023-08-28,VRT,VERTIV HOLDINGS CO,38.17000,6433266,0.017867,379736
17987,2023-08-29,VRT,VERTIV HOLDINGS CO,38.72000,5746554,0.014409,379736
17987,2023-08-30,VRT,VERTIV HOLDINGS CO,38.89000,3397007,0.004390,379736
17987,2023-08-31,VRT,VERTIV HOLDINGS CO,39.39000,3569432,0.012857,380528
17987,2023-09-01,VRT,VERTIV HOLDINGS CO,39.87000,4614280,0.012186,380528
17987,2023-09-05,VRT,VERTIV HOLDINGS CO,39.13000,3719491,-0.018560,380528
17987,2023-09-06,VRT,VERTIV HOLDINGS CO,38.44000,7073943,-0.017634,380528
17987,2023-09-07,VRT,VERTIV HOLDINGS CO,39.60000,6757275,0.030177,380528
17987,2023-09-08,VRT,VERTIV HOLDINGS CO,39.20000,3864035,-0.010101,380528
17987,2023-09-11,VRT,VERTIV HOLDINGS CO,39.20000,6528510,0.000000,380528
17987,2023-09-12,VRT,VERTIV HOLDINGS CO,37.62000,5653668,-0.040306,380528
17987,2023-09-13,VRT,VERTIV HOLDINGS CO,37.03000,7073308,-0.015683,380528
17987,2023-09-14,VRT,VERTIV HOLDINGS CO,38.44000,6826036,0.038077,380528
17987,2023-09-15,VRT,VERTIV HOLDINGS CO,38.17000,7132824,-0.007024,380528
17987,2023-09-18,VRT,VERTIV HOLDINGS CO,37.80000,4100068,-0.009693,380528
17987,2023-09-19,VRT,VERTIV HOLDINGS CO,38.06000,2445720,0.006878,380528
17987,2023-09-20,VRT,VERTIV HOLDINGS CO,37.12000,3697138,-0.024698,380528
17987,2023-09-21,VRT,VERTIV HOLDINGS CO,36.32000,3686148,-0.021552,380528
17987,2023-09-22,VRT,VERTIV HOLDINGS CO,36.45000,2666414,0.003579,380528
17987,2023-09-25,VRT,VERTIV HOLDINGS CO,36.77000,4134286,0.008779,380528
17987,2023-09-26,VRT,VERTIV HOLDINGS CO,35.52000,4622712,-0.033995,380528
17987,2023-09-27,VRT,VERTIV HOLDINGS CO,36.18000,5576399,0.018581,380528
17987,2023-09-28,VRT,VERTIV HOLDINGS CO,37.00000,4655836,0.022664,380528
17987,2023-09-29,VRT,VERTIV HOLDINGS CO,37.20000,4526751,0.005405,380528
17987,2023-10-02,VRT,VERTIV HOLDINGS CO,38.41000,6750246,0.032527,380528
17987,2023-10-03,VRT,VERTIV HOLDINGS CO,36.84000,6541442,-0.040875,380528
17987,2023-10-04,VRT,VERTIV HOLDINGS CO,38.19000,5267523,0.036645,380528
17987,2023-10-05,VRT,VERTIV HOLDINGS CO,38.18000,3903869,-0.000262,380528
17987,2023-10-06,VRT,VERTIV HOLDINGS CO,39.77000,7099440,0.041645,380528
17987,2023-10-09,VRT,VERTIV HOLDINGS CO,40.13000,5777509,0.009052,380528
17987,2023-10-10,VRT,VERTIV HOLDINGS CO,40.58000,8552259,0.011214,380528
17987,2023-10-11,VRT,VERTIV HOLDINGS CO,41.73000,8423293,0.028339,380528
17987,2023-10-12,VRT,VERTIV HOLDINGS CO,41.81000,6449904,0.001917,380528
17987,2023-10-13,VRT,VERTIV HOLDINGS CO,39.10000,6903641,-0.064817,380528
17987,2023-10-16,VRT,VERTIV HOLDINGS CO,40.65000,4355123,0.039642,380528
17987,2023-10-17,VRT,VERTIV HOLDINGS CO,41.19000,5069038,0.013284,380528
17987,2023-10-18,VRT,VERTIV HOLDINGS CO,38.75000,6822607,-0.059238,380528
17987,2023-10-19,VRT,VERTIV HOLDINGS CO,37.42000,8848741,-0.034323,380528
17987,2023-10-20,VRT,VERTIV HOLDINGS CO,36.74000,8789395,-0.018172,380528
17987,2023-10-23,VRT,VERTIV HOLDINGS CO,37.29000,6632055,0.014970,380528
17987,2023-10-24,VRT,VERTIV HOLDINGS CO,39.03000,9674146,0.046661,380528
17987,2023-10-25,VRT,VERTIV HOLDINGS CO,37.39000,17130463,-0.042019,380528
17987,2023-10-26,VRT,VERTIV HOLDINGS CO,34.86000,10790648,-0.067665,380528
17987,2023-10-27,VRT,VERTIV HOLDINGS CO,36.42000,7865406,0.044750,380528
17987,2023-10-30,VRT,VERTIV HOLDINGS CO,38.28000,6218949,0.051071,380528
17987,2023-10-31,VRT,VERTIV HOLDINGS CO,39.27000,5648466,0.025862,381442
17987,2023-11-01,VRT,VERTIV HOLDINGS CO,40.23000,5920418,0.024446,381442
17987,2023-11-02,VRT,VERTIV HOLDINGS CO,39.98000,5638604,-0.006214,381442
17987,2023-11-03,VRT,VERTIV HOLDINGS CO,40.44000,6202548,0.011506,381442
17987,2023-11-06,VRT,VERTIV HOLDINGS CO,39.75000,5246469,-0.017062,381442
17987,2023-11-07,VRT,VERTIV HOLDINGS CO,40.15000,4686112,0.010063,381442
17987,2023-11-08,VRT,VERTIV HOLDINGS CO,40.07000,4825852,-0.001993,381442
17987,2023-11-09,VRT,VERTIV HOLDINGS CO,39.97000,6119947,-0.002496,381442
17987,2023-11-10,VRT,VERTIV HOLDINGS CO,41.83000,5793726,0.046535,381442
17987,2023-11-13,VRT,VERTIV HOLDINGS CO,42.29000,4239634,0.010997,381442
17987,2023-11-14,VRT,VERTIV HOLDINGS CO,43.59000,6316121,0.030740,381442
17987,2023-11-15,VRT,VERTIV HOLDINGS CO,43.50000,8154220,-0.002065,381442
17987,2023-11-16,VRT,VERTIV HOLDINGS CO,42.84000,4630158,-0.015172,381442
17987,2023-11-17,VRT,VERTIV HOLDINGS CO,43.29000,5140461,0.010504,381442
17987,2023-11-20,VRT,VERTIV HOLDINGS CO,44.55000,4553969,0.029106,381442
17987,2023-11-21,VRT,VERTIV HOLDINGS CO,42.63000,6832096,-0.043098,381442
17987,2023-11-22,VRT,VERTIV HOLDINGS CO,43.52000,6243450,0.020877,381442
17987,2023-11-24,VRT,VERTIV HOLDINGS CO,42.68000,1531396,-0.019301,381442
17987,2023-11-27,VRT,VERTIV HOLDINGS CO,42.55000,5344260,-0.003046,381442
17987,2023-11-28,VRT,VERTIV HOLDINGS CO,42.25000,7511471,-0.007051,381442
17987,2023-11-29,VRT,VERTIV HOLDINGS CO,42.29000,13346701,0.000947,381442
17987,2023-11-30,VRT,VERTIV HOLDINGS CO,43.66000,26318992,0.032395,381442
17987,2023-12-01,VRT,VERTIV HOLDINGS CO,45.14000,9447010,0.033898,381442
17987,2023-12-04,VRT,VERTIV HOLDINGS CO,45.36000,8054692,0.004874,381442
17987,2023-12-05,VRT,VERTIV HOLDINGS CO,45.15000,4325036,-0.004630,381442
17987,2023-12-06,VRT,VERTIV HOLDINGS CO,44.16000,4325583,-0.021927,381442
17987,2023-12-07,VRT,VERTIV HOLDINGS CO,45.14000,4565559,0.022192,381442
17987,2023-12-08,VRT,VERTIV HOLDINGS CO,47.14000,6951517,0.044860,381442
17987,2023-12-11,VRT,VERTIV HOLDINGS CO,47.63000,7433949,0.010395,381442
17987,2023-12-12,VRT,VERTIV HOLDINGS CO,49.43000,7006567,0.037791,381442
17987,2023-12-13,VRT,VERTIV HOLDINGS CO,47.94000,7966753,-0.030144,381442
17987,2023-12-14,VRT,VERTIV HOLDINGS CO,47.24000,10176289,-0.014602,381442
17987,2023-12-15,VRT,VERTIV HOLDINGS CO,47.73000,5707647,0.010373,381442
17987,2023-12-18,VRT,VERTIV HOLDINGS CO,47.80000,3012660,0.001467,381442
17987,2023-12-19,VRT,VERTIV HOLDINGS CO,49.22000,3795252,0.029707,381442
17987,2023-12-20,VRT,VERTIV HOLDINGS CO,47.25000,3611074,-0.040024,381442
17987,2023-12-21,VRT,VERTIV HOLDINGS CO,48.58000,2593906,0.028148,381442
17987,2023-12-22,VRT,VERTIV HOLDINGS CO,48.78000,2421832,0.004117,381442
17987,2023-12-26,VRT,VERTIV HOLDINGS CO,48.99000,2078720,0.004305,381442
17987,2023-12-27,VRT,VERTIV HOLDINGS CO,48.93000,2615713,-0.001225,381442
17987,2023-12-28,VRT,VERTIV HOLDINGS CO,48.96000,2134133,0.000613,381442
17987,2023-12-29,VRT,VERTIV HOLDINGS CO,48.03000,3012645,-0.018995,381442
17987,2024-01-02,VRT,VERTIV HOLDINGS CO,45.64000,5770247,-0.049761,381442
17987,2024-01-03,VRT,VERTIV HOLDINGS CO,45.57000,5904951,-0.001534,381442
17987,2024-01-04,VRT,VERTIV HOLDINGS CO,45.80000,5274821,0.005047,381442
17987,2024-01-05,VRT,VERTIV HOLDINGS CO,46.31000,4390941,0.011135,381442
17987,2024-01-08,VRT,VERTIV HOLDINGS CO,48.54000,4179201,0.048154,381442
17987,2024-01-09,VRT,VERTIV HOLDINGS CO,49.18000,3871542,0.013185,381442
17987,2024-01-10,VRT,VERTIV HOLDINGS CO,48.79000,2870703,-0.007930,381442
17987,2024-01-11,VRT,VERTIV HOLDINGS CO,50.02000,3612695,0.025210,381442
17987,2024-01-12,VRT,VERTIV HOLDINGS CO,49.52000,3465746,-0.009996,381442
17987,2024-01-16,VRT,VERTIV HOLDINGS CO,49.96000,3061666,0.008885,381442
17987,2024-01-17,VRT,VERTIV HOLDINGS CO,49.26000,3208650,-0.014011,381442
17987,2024-01-18,VRT,VERTIV HOLDINGS CO,50.89000,4190214,0.033090,381442
17987,2024-01-19,VRT,VERTIV HOLDINGS CO,53.67000,7499838,0.054628,381442
17987,2024-01-22,VRT,VERTIV HOLDINGS CO,53.45000,7113773,-0.004099,381442
17987,2024-01-23,VRT,VERTIV HOLDINGS CO,53.67000,3453558,0.004116,381442
17987,2024-01-24,VRT,VERTIV HOLDINGS CO,52.82000,8007709,-0.015837,381442
17987,2024-01-25,VRT,VERTIV HOLDINGS CO,53.31000,7383924,0.009277,381442
17987,2024-01-26,VRT,VERTIV HOLDINGS CO,53.46000,5004677,0.002814,381442
17987,2024-01-29,VRT,VERTIV HOLDINGS CO,54.90000,5323474,0.026936,381442
17987,2024-01-30,VRT,VERTIV HOLDINGS CO,56.66000,9344758,0.032058,381442
17987,2024-01-31,VRT,VERTIV HOLDINGS CO,56.33000,7562280,-0.005824,381442
17987,2024-02-01,VRT,VERTIV HOLDINGS CO,59.46000,10368912,0.055565,381442
17987,2024-02-02,VRT,VERTIV HOLDINGS CO,61.47000,9915173,0.033804,381442
17987,2024-02-05,VRT,VERTIV HOLDINGS CO,61.58000,6978702,0.001790,381442
17987,2024-02-06,VRT,VERTIV HOLDINGS CO,59.12000,10175798,-0.039948,381442
17987,2024-02-07,VRT,VERTIV HOLDINGS CO,60.74000,6299369,0.027402,381442
17987,2024-02-08,VRT,VERTIV HOLDINGS CO,61.67000,7401089,0.015311,381442
17987,2024-02-09,VRT,VERTIV HOLDINGS CO,63.52000,6139490,0.029998,381442
17987,2024-02-12,VRT,VERTIV HOLDINGS CO,61.32000,7719147,-0.034635,381442
17987,2024-02-13,VRT,VERTIV HOLDINGS CO,62.53000,10345107,0.019733,381442
17987,2024-02-14,VRT,VERTIV HOLDINGS CO,64.97000,7577972,0.039021,381442
17987,2024-02-15,VRT,VERTIV HOLDINGS CO,62.84000,9598714,-0.032784,381442
17987,2024-02-16,VRT,VERTIV HOLDINGS CO,62.97000,8065854,0.002069,381442
17987,2024-02-20,VRT,VERTIV HOLDINGS CO,62.02000,9540309,-0.015087,381442
17987,2024-02-21,VRT,VERTIV HOLDINGS CO,58.55000,21417468,-0.055950,381442
17987,2024-02-22,VRT,VERTIV HOLDINGS CO,62.90000,11656236,0.074296,381442
17987,2024-02-23,VRT,VERTIV HOLDINGS CO,62.70000,5905907,-0.003180,381442
17987,2024-02-26,VRT,VERTIV HOLDINGS CO,66.31000,7090881,0.057576,381442
17987,2024-02-27,VRT,VERTIV HOLDINGS CO,66.27000,8558861,-0.000603,381442
17987,2024-02-28,VRT,VERTIV HOLDINGS CO,66.10000,5414442,-0.002565,381442
17987,2024-02-29,VRT,VERTIV HOLDINGS CO,67.62000,6756202,0.022996,381970
17987,2024-03-01,VRT,VERTIV HOLDINGS CO,70.57000,7711135,0.043626,381970
17987,2024-03-04,VRT,VERTIV HOLDINGS CO,71.69000,9063767,0.015871,381970
17987,2024-03-05,VRT,VERTIV HOLDINGS CO,70.02000,6304012,-0.023295,381970
17987,2024-03-06,VRT,VERTIV HOLDINGS CO,71.99000,5829691,0.028135,381970
17987,2024-03-07,VRT,VERTIV HOLDINGS CO,72.09000,5393710,0.001389,381970
17987,2024-03-08,VRT,VERTIV HOLDINGS CO,69.37000,7610747,-0.037731,381970
17987,2024-03-11,VRT,VERTIV HOLDINGS CO,67.00000,11753350,-0.034165,381970
17987,2024-03-12,VRT,VERTIV HOLDINGS CO,72.32000,7662732,0.079403,381970
17987,2024-03-13,VRT,VERTIV HOLDINGS CO,73.37000,8822851,0.014519,381970
17987,2024-03-14,VRT,VERTIV HOLDINGS CO,73.92000,9816097,0.007496,381970
17987,2024-03-15,VRT,VERTIV HOLDINGS CO,74.16000,8130461,0.003247,381970
17987,2024-03-18,VRT,VERTIV HOLDINGS CO,77.14000,12557971,0.040520,381970
17987,2024-03-19,VRT,VERTIV HOLDINGS CO,77.06000,12532821,-0.001037,381970
17987,2024-03-20,VRT,VERTIV HOLDINGS CO,77.84000,6214936,0.010122,381970
17987,2024-03-21,VRT,VERTIV HOLDINGS CO,82.11000,11019849,0.054856,381970
17987,2024-03-22,VRT,VERTIV HOLDINGS CO,82.50000,6338799,0.004750,381970
17987,2024-03-25,VRT,VERTIV HOLDINGS CO,81.95000,7094744,-0.006667,381970
