PERMNO,date,TICKER,COMNAM,PRC,VOL,RET,SHROUT,news_count,avg_ess,tangibility,relevance,llm_sentiment,llm_headline_count,composite
19788,2023-01-04,PLTR,PALANTIR TECHNOLOGIES INC,6.58,31660509.0,0.029734,1979274.0,2,-0.11,-0.95,-0.95,0.0,2.0,-0.6333333333333333
77178,2023-01-04,QCOM,QUALCOMM INC,111.53,7605771.0,0.040392,1119000.0,4,0.085,0.0,0.2249999999999999,0.15,4.0,0.12499999999999996
91907,2023-01-04,SMCI,SUPER MICRO COMPUTER INC,82.25,1441279.0,-0.019199,53400.0,0,0.0,,,,,
19654,2023-01-04,SNOW,SNOWFLAKE INC,130.44,6672904.0,-0.037343,321600.0,1,-0.11,-1.0,-1.0,0.0,1.0,-0.6666666666666666
85442,2023-01-04,TSM,TAIWAN SEMICONDUCTOR MFG CO LTD,76.32,12316386.0,0.030933,1068051.0,6,-0.08,0.4,0.8,-0.5,1.0,0.23333333333333336
17987,2023-01-04,VRT,VERTIV HOLDINGS CO,13.5,2505339.0,0.015038,377296.0,0,0.0,,,,,
85653,2023-01-05,AAIC,ARLINGTON ASSET INVESTMENT CORP,2.95,24404.0,-0.003378,28367.0,0,0.0,,,,,
14593,2023-01-05,AAPL,APPLE INC,125.02,81128113.0,-0.010605,15842407.0,23,0.0865217391304347,-0.1666666666666666,0.0333333333333333,-0.0666666666666666,3.0,-0.06666666666666664
75510,2023-01-05,ADBE,ADOBE INC,328.44,2066297.0,-0.03799,462000.0,2,0.23,-0.9,-0.9,0.0,1.0,-0.6
20193,2023-01-05,AI,C3 AI INC,10.81,1270839.0,-0.046737,106751.0,0,0.0,,,,,
61241,2023-01-05,AMD,ADVANCED MICRO DEVICES INC,62.33,46114438.0,-0.036035,1612000.0,6,0.3266666666666666,-0.4666666666666666,-0.3666666666666667,0.1333333333333333,3.0,-0.2333333333333333
84788,2023-01-05,AMZN,AMAZON COM INC,83.12,67855686.0,-0.023726,10242000.0,136,0.1905882352941176,-0.0428571428571428,0.1571428571428571,-0.0857142857142857,7.0,0.009523809523809537
81472,2023-01-05,ASML,A S M L HOLDING N V,565.32001,700412.0,-0.009653,87861.0,0,0.0,,,,,
93002,2023-01-05,AVGO,BROADCOM INC,555.02002,1609439.0,-0.009317,417886.0,1,0.23,-1.0,-1.0,0.0,1.0,-0.6666666666666666
22623,2023-01-05,CEG,CONSTELLATION ENERGY CORP,82.41,1888890.0,-0.011989,327000.0,0,0.0,,,,,
90215,2023-01-05,CRM,SALESFORCE INC,136.34,8493489.0,-0.023282,1000000.0,8,0.1524999999999999,-0.15,-0.15,-0.05,4.0,-0.11666666666666665
18726,2023-01-05,CRWD,CROWDSTRIKE HOLDINGS INC,94.89,9960984.0,-0.090787,218282.0,8,-0.4862499999999999,0.4,0.68,-0.38,5.0,0.23333333333333336
18911,2023-01-05,DDOG,DATADOG INC,63.5,7924046.0,-0.079176,293574.0,0,0.0,,,,,
90373,2023-01-05,DLR,DIGITAL REALTY TRUST INC,98.08,2218106.0,-0.053739,287522.0,3,0.0766666666666666,-0.0333333333333333,-0.1666666666666666,-0.0666666666666666,3.0,-0.08888888888888884
89617,2023-01-05,EQIX,EQUINIX INC,660.62,263627.0,-0.028714,92621.0,0,0.0,,,,,
90319,2023-01-05,GOOGL,ALPHABET INC,86.2,27163228.0,-0.021344,5956000.0,55,0.479090909090909,-0.1,0.0,0.1,4.0,0.0
12490,2023-01-05,IBM,INTERNATIONAL BUSINESS MACHS COR,141.11,2866648.0,-0.010449,904126.0,3,0.23,-0.9,-0.9,0.0,1.0,-0.6
59328,2023-01-05,INTC,INTEL CORP,27.56,33318484.0,-0.004335,4137000.0,3,0.0,0.2,0.8,0.0,1.0,0.3333333333333333
13407,2023-01-05,META,META PLATFORMS INC,126.94,25412071.0,-0.003376,2247000.0,66,-0.0086363636363636,0.2,0.2833333333333333,-0.0999999999999999,6.0,0.1277777777777778
21413,2023-01-05,METV,LISTED FUNDS TRUST,7.26,97358.0,-0.017591,51375.0,0,0.0,,,,,
10107,2023-01-05,MSFT,MICROSOFT CORP,222.31,39541865.0,-0.029638,7447000.0,138,0.1958695652173913,0.175,0.4375,0.2,8.0,0.2708333333333333
53613,2023-01-05,MU,MICRON TECHNOLOGY INC,54.71,17998448.0,0.00941,1091177.0,1,0.47,-0.9,-0.9,0.0,1.0,-0.6
13447,2023-01-05,NOW,SERVICENOW INC,366.32001,1790044.0,-0.0699,202400.0,4,0.075,0.1,0.1999999999999999,-0.0249999999999999,4.0,0.09166666666666667
86580,2023-01-05,NVDA,NVIDIA CORP,142.64999,38889444.0,-0.032816,2460000.0,5,0.23,-0.9,-0.9,0.0,2.0,-0.6
10104,2023-01-05,ORCL,ORACLE CORP,84.31,7643784.0,-0.002012,2696253.0,8,0.63375,0.0,0.0666666666666666,0.3,3.0,0.12222222222222219
19788,2023-01-05,PLTR,PALANTIR TECHNOLOGIES INC,6.32,34185994.0,-0.039514,1979274.0,4,-0.235,-0.225,-0.175,-0.225,4.0,-0.20833333333333334
77178,2023-01-05,QCOM,QUALCOMM INC,109.4,7532948.0,-0.019098,1119000.0,5,0.19,-0.22,0.08,0.04,5.0,-0.03333333333333333
91907,2023-01-05,SMCI,SUPER MICRO COMPUTER INC,80.25,1083807.0,-0.024316,53400.0,0,0.0,,,,,
19654,2023-01-05,SNOW,SNOWFLAKE INC,121.56,8231751.0,-0.068077,321600.0,1,0.18,0.5,0.2,-0.2,1.0,0.16666666666666666
85442,2023-01-05,TSM,TAIWAN SEMICONDUCTOR MFG CO LTD,75.73,10039194.0,-0.007731,1068051.0,0,0.0,,,,,
17987,2023-01-05,VRT,VERTIV HOLDINGS CO,13.53,2951628.0,0.002222,377296.0,0,0.0,,,,,
85653,2023-01-06,AAIC,ARLINGTON ASSET INVESTMENT CORP,2.96,186100.0,0.00339,28367.0,0,0.0,,,,,
14593,2023-01-06,AAPL,APPLE INC,129.62,87654520.0,0.036794,15842407.0,0,0.0,,,,,
75510,2023-01-06,ADBE,ADOBE INC,332.75,2196017.0,0.013123,457800.0,1,-0.11,-0.8,-0.8,0.0,1.0,-0.5333333333333333
20193,2023-01-06,AI,C3 AI INC,10.95,1194643.0,0.012951,106751.0,0,0.0,,,,,
61241,2023-01-06,AMD,ADVANCED MICRO DEVICES INC,63.96,69997717.0,0.026151,1612000.0,0,0.0,,,,,
84788,2023-01-06,AMZN,AMAZON COM INC,86.08,83157846.0,0.035611,10242000.0,3,-0.2433333333333333,-0.4000000000000001,-0.3,-0.1666666666666666,3.0,-0.2888888888888889
81472,2023-01-06,ASML,A S M L HOLDING N V,595.84998,1019136.0,0.054005,87861.0,0,0.0,,,,,
93002,2023-01-06,AVGO,BROADCOM INC,588.42999,3486993.0,0.060196,417886.0,2,-0.055,-0.05,-0.15,-0.1,2.0,-0.10000000000000002
22623,2023-01-06,CEG,CONSTELLATION ENERGY CORP,83.5,1897908.0,0.013227,327000.0,0,0.0,,,,,
90215,2023-01-06,CRM,SALESFORCE INC,140.50999,9145711.0,0.030585,1000000.0,2,-0.11,-0.8,-0.8,0.0,1.0,-0.5333333333333333
18726,2023-01-06,CRWD,CROWDSTRIKE HOLDINGS INC,94.72,6745492.0,-0.001792,218282.0,1,0.7,0.3,0.7,0.4,1.0,0.4666666666666666
18911,2023-01-06,DDOG,DATADOG INC,64.14,5066735.0,0.010079,293574.0,0,0.0,,,,,
90373,2023-01-06,DLR,DIGITAL REALTY TRUST INC,101.38,2015535.0,0.033646,287522.0,2,-0.11,-0.9,-0.9,0.0,2.0,-0.6
89617,2023-01-06,EQIX,EQUINIX INC,673.94,386700.0,0.020163,92621.0,1,-0.11,-0.8,-0.8,0.0,1.0,-0.5333333333333333
90319,2023-01-06,GOOGL,ALPHABET INC,87.34,41473527.0,0.013225,5956000.0,31,-0.7264516129032258,0.45,0.65,-0.15,2.0,0.3166666666666667
12490,2023-01-06,IBM,INTERNATIONAL BUSINESS MACHS COR,143.7,3574042.0,0.018354,904126.0,4,0.3625,-0.15,-0.25,0.15,2.0,-0.08333333333333333
59328,2023-01-06,INTC,INTEL CORP,28.73,31564123.0,0.042453,4137000.0,1,-0.11,-1.0,-1.0,0.0,1.0,-0.6666666666666666
13407,2023-01-06,META,META PLATFORMS INC,130.02,27540235.0,0.024263,2247000.0,24,-0.02,0.35,0.5,0.0,2.0,0.2833333333333333
21413,2023-01-06,METV,LISTED FUNDS TRUST,7.43,191611.0,0.023416,51375.0,0,0.0,,,,,
10107,2023-01-06,MSFT,MICROSOFT CORP,224.92999,43569634.0,0.011785,7447000.0,25,0.4576,-0.25,0.0999999999999999,0.1,2.0,-0.0166666666666667
53613,2023-01-06,MU,MICRON TECHNOLOGY INC,56.77,21015391.0,0.037653,1091177.0,2,0.115,-0.05,-0.15,-0.1,2.0,-0.10000000000000002
13447,2023-01-06,NOW,SERVICENOW INC,366.53,2676728.0,0.000573,202400.0,1,-0.12,-0.8,-0.8,0.0,1.0,-0.5333333333333333
86580,2023-01-06,NVDA,NVIDIA CORP,148.59,40473688.0,0.04164,2460000.0,4,-0.11,-0.8,-0.8,0.0,1.0,-0.5333333333333333
10104,2023-01-06,ORCL,ORACLE CORP,85.66,8641597.0,0.016012,2696253.0,4,-0.11,-0.9,-0.9,0.0,2.0,-0.6
19788,2023-01-06,PLTR,PALANTIR TECHNOLOGIES INC,6.4,30596404.0,0.012658,1979274.0,2,-0.3,-0.15,-0.1,-0.15,2.0,-0.13333333333333333
77178,2023-01-06,QCOM,QUALCOMM INC,115.34,10242360.0,0.054296,1119000.0,3,0.2566666666666666,-0.35,-0.0499999999999999,0.15,2.0,-0.0833333333333333
91907,2023-01-06,SMCI,SUPER MICRO COMPUTER INC,84.39,1022141.0,0.051589,53400.0,0,0.0,,,,,
19654,2023-01-06,SNOW,SNOWFLAKE INC,124.06,5827362.0,0.020566,321600.0,4,0.2674999999999999,1.3877787807814457e-17,0.425,0.2249999999999999,4.0,0.21666666666666665
85442,2023-01-06,TSM,TAIWAN SEMICONDUCTOR MFG CO LTD,78.07,13744129.0,0.030899,1068051.0,0,0.0,,,,,
17987,2023-01-06,VRT,VERTIV HOLDINGS CO,14.12,2504685.0,0.043607,377296.0,0,0.0,,,,,
85653,2023-01-09,AAIC,ARLINGTON ASSET INVESTMENT CORP,2.995,46938.0,0.011824,28367.0,0,0.0,,,,,
14593,2023-01-09,AAPL,APPLE INC,130.14999,70700396.0,0.004089,15836213.0,12,0.23,-0.9,-0.9,0.0,1.0,-0.6
75510,2023-01-09,ADBE,ADOBE INC,341.98001,3108192.0,0.027739,457800.0,8,0.065,-0.1,0.1599999999999999,0.08,5.0,0.046666666666666634
20193,2023-01-09,AI,C3 AI INC,11.23,2104650.0,0.025571,106751.0,0,0.0,,,,,
61241,2023-01-09,AMD,ADVANCED MICRO DEVICES INC,67.24,69697295.0,0.051282,1612000.0,0,0.0,,,,,
84788,2023-01-09,AMZN,AMAZON COM INC,87.36,65166682.0,0.01487,10242000.0,52,0.4096153846153846,-0.0399999999999999,0.0199999999999999,0.0399999999999999,5.0,0.006666666666666633
81472,2023-01-09,ASML,A S M L HOLDING N V,621.33002,1346256.0,0.042763,87861.0,0,0.0,,,,,
93002,2023-01-09,AVGO,BROADCOM INC,576.89001,3703427.0,-0.019611,417886.0,1,0.23,-0.9,-0.9,0.0,1.0,-0.6
22623,2023-01-09,CEG,CONSTELLATION ENERGY CORP,84.0,1296627.0,0.005988,327000.0,0,0.0,,,,,
90215,2023-01-09,CRM,SALESFORCE INC,147.10001,13679737.0,0.046901,1000000.0,4,0.1,-0.0333333333333333,0.0666666666666666,-0.0666666666666666,3.0,-0.0111111111111111
18726,2023-01-09,CRWD,CROWDSTRIKE HOLDINGS INC,96.57,6397845.0,0.019531,218282.0,2,0.52,0.5,0.6,0.3,1.0,0.4666666666666666
18911,2023-01-09,DDOG,DATADOG INC,65.94,4226118.0,0.028064,293574.0,1,-0.49,0.5,0.6,-0.3,1.0,0.26666666666666666
90373,2023-01-09,DLR,DIGITAL REALTY TRUST INC,101.14,2859054.0,-0.002367,287522.0,1,0.47,-0.9,-0.9,0.0,1.0,-0.6
89617,2023-01-09,EQIX,EQUINIX INC,681.15997,574764.0,0.010713,92621.0,1,0.47,-0.9,-0.9,0.0,1.0,-0.6
90319,2023-01-09,GOOGL,ALPHABET INC,88.02,28929496.0,0.007786,5956000.0,1,0.0,0.5,0.6,-0.3,1.0,0.26666666666666666
12490,2023-01-09,IBM,INTERNATIONAL BUSINESS MACHS COR,143.55,3987782.0,-0.001044,904126.0,3,0.47,-0.9,-0.9,0.0,1.0,-0.6
59328,2023-01-09,INTC,INTEL CORP,29.31,37310699.0,0.020188,4137000.0,3,0.2633333333333333,0.0666666666666666,0.0333333333333333,0.0666666666666666,3.0,0.0555555555555555
13407,2023-01-09,META,META PLATFORMS INC,129.47,26619984.0,-0.00423,2247000.0,30,0.6336666666666666,0.0749999999999999,0.1499999999999999,0.0249999999999999,4.0,0.08333333333333325
21413,2023-01-09,METV,LISTED FUNDS TRUST,7.59,255396.0,0.021534,51375.0,0,0.0,,,,,
10107,2023-01-09,MSFT,MICROSOFT CORP,227.12,27334038.0,0.009736,7447000.0,98,0.2093877551020407,-0.0166666666666666,0.1333333333333333,9.251858538542969e-18,6.0,0.0388888888888889
53613,2023-01-09,MU,MICRON TECHNOLOGY INC,56.36,15682316.0,-0.007222,1091177.0,4,0.0625,-0.05,0.1999999999999999,0.0,4.0,0.04999999999999997
13447,2023-01-09,NOW,SERVICENOW INC,378.56,2087814.0,0.032821,202400.0,3,-0.3899999999999999,0.1,0.1999999999999999,-0.3666666666666667,3.0,-0.02222222222222227
86580,2023-01-09,NVDA,NVIDIA CORP,156.28,50363607.0,0.051753,2460000.0,4,0.47,-0.9,-0.9,0.0,1.0,-0.6
10104,2023-01-09,ORCL,ORACLE CORP,86.42,7519836.0,0.012608,2696253.0,10,0.634,0.025,0.2,0.275,4.0,0.16666666666666666
19788,2023-01-09,PLTR,PALANTIR TECHNOLOGIES INC,6.5,31028876.0,0.015625,1979274.0,2,0.375,-0.25,-0.0499999999999999,0.15,2.0,-0.04999999999999997
77178,2023-01-09,QCOM,QUALCOMM INC,114.61,10275923.0,-0.006329,1119000.0,1,0.23,-0.9,-0.9,0.0,1.0,-0.6
91907,2023-01-09,SMCI,SUPER MICRO COMPUTER INC,84.77,2610539.0,0.004503,53400.0,2,0.0,0.5,0.3,-0.1,2.0,0.2333333333333333
19654,2023-01-09,SNOW,SNOWFLAKE INC,134.42999,8192948.0,0.083589,321600.0,3,0.0433333333333333,-0.0333333333333333,0.0333333333333333,-0.0666666666666666,3.0,-0.0222222222222222
85442,2023-01-09,TSM,TAIWAN SEMICONDUCTOR MFG CO LTD,80.31,22247607.0,0.028692,1068051.0,0,0.0,,,,,
17987,2023-01-09,VRT,VERTIV HOLDINGS CO,14.82,4388610.0,0.049575,377296.0,0,0.0,,,,,
85653,2023-01-10,AAIC,ARLINGTON ASSET INVESTMENT CORP,3.0,20890.0,0.001669,28367.0,0,0.0,,,,,
14593,2023-01-10,AAPL,APPLE INC,130.73,63845570.0,0.004456,15836213.0,14,0.2671428571428572,-0.45,-0.2,0.1,2.0,-0.18333333333333335
75510,2023-01-10,ADBE,ADOBE INC,338.70001,1662391.0,-0.009591,457800.0,2,0.47,-0.9,-0.9,0.0,1.0,-0.6
20193,2023-01-10,AI,C3 AI INC,11.38,1600024.0,0.013357,106751.0,0,0.0,,,,,
61241,2023-01-10,AMD,ADVANCED MICRO DEVICES INC,68.05,41117933.0,0.012046,1612000.0,2,0.23,-0.9,-0.9,0.0,1.0,-0.6
84788,2023-01-10,AMZN,AMAZON COM INC,89.87,67750097.0,0.028732,10242000.0,125,0.21064,0.18,0.32,0.12,5.0,0.20666666666666667
81472,2023-01-10,ASML,A S M L HOLDING N V,633.39001,859461.0,0.01941,87861.0,0,0.0,,,,,
93002,2023-01-10,AVGO,BROADCOM INC,574.92999,4408119.0,-0.003398,417886.0,4,0.0025,-0.2333333333333333,0.0666666666666666,0.0,3.0,-0.05555555555555557
22623,2023-01-10,CEG,CONSTELLATION ENERGY CORP,83.08,1363677.0,-0.010952,327000.0,0,0.0,,,,,
90215,2023-01-10,CRM,SALESFORCE INC,147.44,6527711.0,0.002311,1000000.0,0,0.0,,,,,
18726,2023-01-10,CRWD,CROWDSTRIKE HOLDINGS INC,95.67,7670833.0,-0.00932,218282.0,0,0.0,,,,,
18911,2023-01-10,DDOG,DATADOG INC,66.77,3637827.0,0.012587,293574.0,2,-0.2399999999999999,0.4,0.5,-0.0499999999999999,2.0,0.2833333333333334
90373,2023-01-10,DLR,DIGITAL REALTY TRUST INC,102.32,1448316.0,0.011667,287522.0,0,0.0,,,,,
89617,2023-01-10,EQIX,EQUINIX INC,695.15002,545229.0,0.020539,92621.0,1,0.23,-0.9,-0.9,0.0,1.0,-0.6
90319,2023-01-10,GOOGL,ALPHABET INC,88.42,30413342.0,0.004544,5956000.0,0,0.0,,,,,
12490,2023-01-10,IBM,INTERNATIONAL BUSINESS MACHS COR,144.8,2152172.0,0.008708,904126.0,0,0.0,,,,,
59328,2023-01-10,INTC,INTEL CORP,29.44,22836603.0,0.004435,4137000.0,1,0.23,-0.9,-0.9,0.0,1.0,-0.6
13407,2023-01-10,META,META PLATFORMS INC,132.99001,28656972.0,0.027188,2247000.0,0,0.0,,,,,
21413,2023-01-10,METV,LISTED FUNDS TRUST,7.71,2794341.0,0.01581,51375.0,0,0.0,,,,,
10107,2023-01-10,MSFT,MICROSOFT CORP,228.85001,27007110.0,0.007617,7447000.0,74,0.174054054054054,0.0499999999999999,0.1999999999999999,0.075,4.0,0.10833333333333327
53613,2023-01-10,MU,MICRON TECHNOLOGY INC,57.21,10532362.0,0.015082,1091177.0,1,-0.11,-0.9,-0.9,0.0,1.0,-0.6
13447,2023-01-10,NOW,SERVICENOW INC,380.84,1064555.0,0.006023,202400.0,0,0.0,,,,,
86580,2023-01-10,NVDA,NVIDIA CORP,159.09,38372903.0,0.017981,2460000.0,4,0.23,-0.9,-0.9,0.0,1.0,-0.6
10104,2023-01-10,ORCL,ORACLE CORP,86.5,5703270.0,0.000926,2696253.0,3,0.23,-0.9,-0.9,0.0,1.0,-0.6
19788,2023-01-10,PLTR,PALANTIR TECHNOLOGIES INC,6.7,28236577.0,0.030769,1979274.0,2,0.36,-0.35,-0.1,0.15,2.0,-0.09999999999999999
77178,2023-01-10,QCOM,QUALCOMM INC,116.91,6374317.0,0.020068,1119000.0,0,0.0,,,,,
91907,2023-01-10,SMCI,SUPER MICRO COMPUTER INC,78.37,4136890.0,-0.075498,53400.0,0,0.0,,,,,
19654,2023-01-10,SNOW,SNOWFLAKE INC,137.94,4518407.0,0.02611,321600.0,2,-0.15,0.4,0.5,-0.0499999999999999,2.0,0.2833333333333334
85442,2023-01-10,TSM,TAIWAN SEMICONDUCTOR MFG CO LTD,81.27,10269011.0,0.011954,1068051.0,10,0.2279999999999999,0.95,1.0,0.25,4.0,0.7333333333333334
17987,2023-01-10,VRT,VERTIV HOLDINGS CO,14.52,2424958.0,-0.020243,377296.0,0,0.0,,,,,
85653,2023-01-11,AAIC,ARLINGTON ASSET INVESTMENT CORP,2.98,134476.0,-0.006667,28367.0,0,0.0,,,,,
14593,2023-01-11,AAPL,APPLE INC,133.49001,69388116.0,0.021112,15836213.0,35,0.216,-0.0833333333333333,0.3,-0.0333333333333333,6.0,0.06111111111111114
75510,2023-01-11,ADBE,ADOBE INC,342.92999,2332093.0,0.012489,457800.0,1,0.52,0.8,0.5,0.3,1.0,0.5333333333333333
20193,2023-01-11,AI,C3 AI INC,11.9,2418166.0,0.045694,106751.0,1,0.0,-1.0,-1.0,0.0,1.0,-0.6666666666666666
