PERMNO,date,TICKER,COMNAM,PRC,VOL,RET,SHROUT,news_count,avg_ess,tangibility,relevance,llm_sentiment,llm_headline_count,composite
84788,2023-05-05,AMZN,AMAZON COM INC,105.655,57973089.0,0.015913,10260354.0,51,0.188235294117647,-0.0999999999999999,-0.0999999999999999,0.0,3.0,-0.0666666666666666
81472,2023-05-05,ASML,A S M L HOLDING N V,650.32001,798726.0,0.024045,87767.0,0,0.0,,,,,
93002,2023-05-05,AVGO,BROADCOM INC,630.12,2454421.0,0.032713,414000.0,0,0.0,,,,,
22623,2023-05-05,CEG,CONSTELLATION ENERGY CORP,79.49,2346967.0,0.011452,324411.0,0,0.0,,,,,
90215,2023-05-05,CRM,SALESFORCE INC,197.59,4284371.0,0.027082,1000000.0,3,0.3966666666666666,-0.35,-0.0999999999999999,0.1,2.0,-0.11666666666666663
18726,2023-05-05,CRWD,CROWDSTRIKE HOLDINGS INC,122.45,2972239.0,0.038768,224123.0,0,0.0,,,,,
18911,2023-05-05,DDOG,DATADOG INC,76.57,8501615.0,0.015517,296269.0,3,0.5800000000000001,0.3333333333333333,0.5,0.2666666666666666,3.0,0.36666666666666664
90373,2023-05-05,DLR,DIGITAL REALTY TRUST INC,96.42,2142752.0,0.005632,291296.0,1,0.23,-0.7,-0.7,0.0,1.0,-0.4666666666666666
89617,2023-05-05,EQIX,EQUINIX INC,740.0,424181.0,0.014616,93523.0,2,0.32,0.25,0.5,0.2,2.0,0.31666666666666665
90319,2023-05-05,GOOGL,ALPHABET INC,105.57,26568158.0,0.008406,5941000.0,29,0.0,0.3,0.7,0.4,1.0,0.4666666666666666
12490,2023-05-05,IBM,INTERNATIONAL BUSINESS MACHS COR,123.65,4971936.0,0.008811,908045.0,3,-0.11,-0.7,-0.7,0.0,1.0,-0.4666666666666666
59328,2023-05-05,INTC,INTEL CORP,30.99,34888431.0,-0.008003,4171000.0,1,0.23,-0.7,-0.7,0.0,1.0,-0.4666666666666666
13407,2023-05-05,META,META PLATFORMS INC,232.78,26949539.0,-0.003169,2212153.0,0,0.0,,,,,
21413,2023-05-05,METV,LISTED FUNDS TRUST,8.95,173403.0,0.027555,48200.0,0,0.0,,,,,
10107,2023-05-05,MSFT,MICROSOFT CORP,310.64999,28132011.0,0.017157,7435488.0,63,0.3233333333333333,-0.35,-0.0499999999999999,0.15,2.0,-0.0833333333333333
53613,2023-05-05,MU,MICRON TECHNOLOGY INC,61.23,12246426.0,0.011899,1094394.0,0,0.0,,,,,
13447,2023-05-05,NOW,SERVICENOW INC,434.79999,1302807.0,0.009965,203700.0,0,0.0,,,,,
86580,2023-05-05,NVDA,NVIDIA CORP,286.79999,36095639.0,0.040563,2470000.0,4,-0.11,-0.7,-0.7,0.0,1.0,-0.4666666666666666
10104,2023-05-05,ORCL,ORACLE CORP,96.97,8068571.0,0.021059,2699802.0,6,0.315,-0.2499999999999999,-0.0499999999999999,0.15,2.0,-0.04999999999999993
19788,2023-05-05,PLTR,PALANTIR TECHNOLOGIES INC,7.41,45848838.0,0.004065,1997726.0,1,-0.11,-0.7,-0.7,0.0,1.0,-0.4666666666666666
77178,2023-05-05,QCOM,QUALCOMM INC,108.78,10720416.0,0.020642,1114000.0,2,-0.4649999999999999,-0.0999999999999999,-0.0999999999999999,-0.25,2.0,-0.1499999999999999
91907,2023-05-05,SMCI,SUPER MICRO COMPUTER INC,137.23,2342153.0,0.006085,52488.0,0,0.0,,,,,
19654,2023-05-05,SNOW,SNOWFLAKE INC,154.17,4538512.0,-0.007084,325000.0,0,0.0,,,,,
85442,2023-05-05,TSM,TAIWAN SEMICONDUCTOR MFG CO LTD,84.97,6865003.0,0.017727,1068051.0,0,0.0,,,,,
17987,2023-05-05,VRT,VERTIV HOLDINGS CO,14.98,4187373.0,0.04682,377641.0,0,0.0,,,,,
85653,2023-05-08,AAIC,ARLINGTON ASSET INVESTMENT CORP,2.6,34606.0,0.003861,28360.0,0,0.0,,,,,
14593,2023-05-08,AAPL,APPLE INC,173.5,55858746.0,-0.000403,15728702.0,6,0.46,0.4,0.6,0.2,1.0,0.4000000000000001
75510,2023-05-08,ADBE,ADOBE INC,344.06,3101234.0,-0.012457,458700.0,0,0.0,,,,,
20193,2023-05-08,AI,C3 AI INC,19.23,6023640.0,0.028342,108710.0,0,0.0,,,,,
61241,2023-05-08,AMD,ADVANCED MICRO DEVICES INC,95.04,95400627.0,0.057881,1610362.0,12,0.29,-0.5666666666666667,-0.5666666666666667,0.0666666666666666,3.0,-0.35555555555555557
84788,2023-05-08,AMZN,AMAZON COM INC,105.83,49356005.0,0.001656,10260354.0,53,0.269622641509434,-0.35,-0.2,0.15,2.0,-0.13333333333333333
81472,2023-05-08,ASML,A S M L HOLDING N V,654.98999,517745.0,0.007181,87767.0,0,0.0,,,,,
93002,2023-05-08,AVGO,BROADCOM INC,629.06,1372500.0,-0.001682,414000.0,1,0.23,-0.9,-0.9,0.0,1.0,-0.6
22623,2023-05-08,CEG,CONSTELLATION ENERGY CORP,78.71,2349871.0,-0.009813,324411.0,0,0.0,,,,,
90215,2023-05-08,CRM,SALESFORCE INC,197.89999,4169404.0,0.001569,1000000.0,2,0.23,-0.9,-0.9,0.0,1.0,-0.6
18726,2023-05-08,CRWD,CROWDSTRIKE HOLDINGS INC,132.41,6028226.0,0.081339,224123.0,0,0.0,,,,,
18911,2023-05-08,DDOG,DATADOG INC,78.54,5322631.0,0.025728,296269.0,0,0.0,,,,,
90373,2023-05-08,DLR,DIGITAL REALTY TRUST INC,97.37,1564627.0,0.009853,291296.0,1,0.23,-0.9,-0.9,0.0,1.0,-0.6
89617,2023-05-08,EQIX,EQUINIX INC,740.12,275247.0,0.000162,93523.0,1,0.23,-0.9,-0.9,0.0,1.0,-0.6
90319,2023-05-08,GOOGL,ALPHABET INC,107.77,26421220.0,0.020839,5941000.0,9,-0.4833333333333333,0.5,0.5,-0.3,2.0,0.2333333333333333
12490,2023-05-08,IBM,INTERNATIONAL BUSINESS MACHS COR,123.4,3663818.0,-0.002022,908045.0,3,0.23,-0.9,-0.9,0.0,1.0,-0.6
59328,2023-05-08,INTC,INTEL CORP,30.77,30714537.0,-0.007099,4171000.0,0,0.0,,,,,
13407,2023-05-08,META,META PLATFORMS INC,233.27,16375575.0,0.002105,2212153.0,0,0.0,,,,,
21413,2023-05-08,METV,LISTED FUNDS TRUST,9.03,324846.0,0.008939,48200.0,0,0.0,,,,,
10107,2023-05-08,MSFT,MICROSOFT CORP,308.64999,21277364.0,-0.006438,7435488.0,63,0.1533333333333333,-0.7,-0.7,0.0,2.0,-0.4666666666666666
53613,2023-05-08,MU,MICRON TECHNOLOGY INC,60.87,11482681.0,-0.005879,1094394.0,1,0.47,-0.9,-0.9,0.0,1.0,-0.6
13447,2023-05-08,NOW,SERVICENOW INC,438.98999,1446644.0,0.009637,203700.0,1,0.23,-0.9,-0.9,0.0,1.0,-0.6
86580,2023-05-08,NVDA,NVIDIA CORP,291.51001,34439330.0,0.016423,2470000.0,5,0.284,-0.95,-0.95,0.0,2.0,-0.6333333333333333
10104,2023-05-08,ORCL,ORACLE CORP,96.79,5314753.0,-0.001856,2699802.0,4,0.1725,-0.65,-0.65,0.0,2.0,-0.43333333333333335
19788,2023-05-08,PLTR,PALANTIR TECHNOLOGIES INC,7.74,105304009.0,0.044534,1997726.0,1,0.23,-0.9,-0.9,0.0,1.0,-0.6
77178,2023-05-08,QCOM,QUALCOMM INC,108.31,6676509.0,-0.004321,1114000.0,3,0.42,-0.1,0.0,0.25,2.0,0.049999999999999996
91907,2023-05-08,SMCI,SUPER MICRO COMPUTER INC,136.63,1472097.0,-0.004372,52488.0,0,0.0,,,,,
19654,2023-05-08,SNOW,SNOWFLAKE INC,160.42,5587240.0,0.04054,325000.0,3,0.7600000000000001,0.3999999999999999,0.6666666666666666,0.4666666666666666,3.0,0.5111111111111111
85442,2023-05-08,TSM,TAIWAN SEMICONDUCTOR MFG CO LTD,85.54,6746640.0,0.006708,1068051.0,0,0.0,,,,,
17987,2023-05-08,VRT,VERTIV HOLDINGS CO,15.08,2129972.0,0.006676,377641.0,0,0.0,,,,,
85653,2023-05-09,AAIC,ARLINGTON ASSET INVESTMENT CORP,2.63,29509.0,0.011539,28360.0,0,0.0,,,,,
14593,2023-05-09,AAPL,APPLE INC,171.77,45246781.0,-0.009971,15728702.0,12,-0.11,-0.9,-0.9,0.0,1.0,-0.6
75510,2023-05-09,ADBE,ADOBE INC,342.64999,1861618.0,-0.004098,458700.0,1,0.0,-0.2,0.2,0.0,1.0,0.0
20193,2023-05-09,AI,C3 AI INC,19.88,7193706.0,0.033801,108710.0,0,0.0,,,,,
61241,2023-05-09,AMD,ADVANCED MICRO DEVICES INC,95.06,68620538.0,0.00021,1610362.0,3,0.23,-0.9,-0.9,0.0,1.0,-0.6
84788,2023-05-09,AMZN,AMAZON COM INC,106.62,44043016.0,0.007465,10260354.0,74,0.337027027027027,0.0333333333333333,-0.0333333333333333,0.0,3.0,0.0
81472,2023-05-09,ASML,A S M L HOLDING N V,643.04999,743662.0,-0.018229,87767.0,0,0.0,,,,,
93002,2023-05-09,AVGO,BROADCOM INC,618.51001,1681750.0,-0.016771,414000.0,0,0.0,,,,,
22623,2023-05-09,CEG,CONSTELLATION ENERGY CORP,78.95,3128036.0,0.003049,324411.0,0,0.0,,,,,
90215,2023-05-09,CRM,SALESFORCE INC,201.17999,6996781.0,0.016574,1000000.0,6,0.0766666666666666,-0.4,-0.3,0.0,2.0,-0.2333333333333333
18726,2023-05-09,CRWD,CROWDSTRIKE HOLDINGS INC,129.94,3368561.0,-0.018654,224123.0,0,0.0,,,,,
18911,2023-05-09,DDOG,DATADOG INC,79.59,5365359.0,0.013369,296269.0,0,0.0,,,,,
90373,2023-05-09,DLR,DIGITAL REALTY TRUST INC,96.61,2120972.0,-0.007805,291296.0,1,0.23,-0.9,-0.9,0.0,1.0,-0.6
89617,2023-05-09,EQIX,EQUINIX INC,728.26001,373924.0,-0.016024,93523.0,1,0.23,-0.9,-0.9,0.0,1.0,-0.6
90319,2023-05-09,GOOGL,ALPHABET INC,107.35,36290595.0,-0.003897,5941000.0,160,0.4651875,0.3166666666666667,0.6333333333333333,0.3,6.0,0.4166666666666667
12490,2023-05-09,IBM,INTERNATIONAL BUSINESS MACHS COR,121.17,4540047.0,-0.004619,908045.0,6,0.1999999999999999,-0.25,-0.0499999999999999,0.2,2.0,-0.0333333333333333
59328,2023-05-09,INTC,INTEL CORP,30.1,30598540.0,-0.021774,4171000.0,2,0.19,-0.35,-0.2,0.1,2.0,-0.15
13407,2023-05-09,META,META PLATFORMS INC,233.37,16835810.0,0.000429,2212153.0,53,0.3262264150943397,-0.3999999999999999,-0.1666666666666666,0.1333333333333333,3.0,-0.1444444444444444
21413,2023-05-09,METV,LISTED FUNDS TRUST,8.96,155562.0,-0.007752,48200.0,0,0.0,,,,,
10107,2023-05-09,MSFT,MICROSOFT CORP,307.0,21310485.0,-0.005346,7435488.0,140,0.3222142857142857,0.1444444444444444,0.4444444444444444,0.1222222222222222,9.0,0.23703703703703702
53613,2023-05-09,MU,MICRON TECHNOLOGY INC,60.93,11835177.0,0.000986,1094394.0,1,-0.11,-0.9,-0.9,0.0,1.0,-0.6
13447,2023-05-09,NOW,SERVICENOW INC,441.39001,1171646.0,0.005467,203700.0,3,0.01,0.0666666666666666,0.1,-0.1,3.0,0.0222222222222222
86580,2023-05-09,NVDA,NVIDIA CORP,285.70999,31430844.0,-0.019896,2470000.0,6,0.3166666666666666,-0.0666666666666666,0.0333333333333333,0.1333333333333333,3.0,0.03333333333333333
10104,2023-05-09,ORCL,ORACLE CORP,96.14,6333498.0,-0.006716,2699802.0,5,0.49,0.4,0.7,0.3,2.0,0.4666666666666666
19788,2023-05-09,PLTR,PALANTIR TECHNOLOGIES INC,9.55,223573281.0,0.23385,1997726.0,20,0.3235,0.6,0.7312500000000001,0.4,16.0,0.5770833333333334
77178,2023-05-09,QCOM,QUALCOMM INC,105.77,7781620.0,-0.023451,1114000.0,0,0.0,,,,,
91907,2023-05-09,SMCI,SUPER MICRO COMPUTER INC,132.25,1453795.0,-0.032057,52488.0,0,0.0,,,,,
19654,2023-05-09,SNOW,SNOWFLAKE INC,163.87,3770447.0,0.021506,325000.0,0,0.0,,,,,
85442,2023-05-09,TSM,TAIWAN SEMICONDUCTOR MFG CO LTD,85.06,7287804.0,-0.005611,1068051.0,0,0.0,,,,,
17987,2023-05-09,VRT,VERTIV HOLDINGS CO,15.26,3253137.0,0.011936,377641.0,0,0.0,,,,,
85653,2023-05-10,AAIC,ARLINGTON ASSET INVESTMENT CORP,2.61,18659.0,-0.007605,28360.0,0,0.0,,,,,
14593,2023-05-10,AAPL,APPLE INC,173.55499,53649691.0,0.010392,15728702.0,30,0.264,-0.275,-0.1,0.05,4.0,-0.10833333333333335
75510,2023-05-10,ADBE,ADOBE INC,344.01999,3359966.0,0.003998,458700.0,0,0.0,,,,,
20193,2023-05-10,AI,C3 AI INC,20.18,7988423.0,0.015091,108710.0,0,0.0,,,,,
61241,2023-05-10,AMD,ADVANCED MICRO DEVICES INC,97.02,95559240.0,0.020619,1610362.0,3,0.23,-0.9,-0.9,0.0,1.0,-0.6
84788,2023-05-10,AMZN,AMAZON COM INC,110.19,78411018.0,0.033483,10260354.0,122,0.2854098360655738,-0.4,-0.26,0.08,5.0,-0.19333333333333336
81472,2023-05-10,ASML,A S M L HOLDING N V,657.14001,810336.0,0.021911,87767.0,0,0.0,,,,,
93002,2023-05-10,AVGO,BROADCOM INC,626.27002,1886356.0,0.012546,414000.0,1,-0.11,-0.8,-0.8,0.0,1.0,-0.5333333333333333
22623,2023-05-10,CEG,CONSTELLATION ENERGY CORP,79.455,1617507.0,0.006397,324411.0,0,0.0,,,,,
90215,2023-05-10,CRM,SALESFORCE INC,204.85001,6535555.0,0.018242,1000000.0,0,0.0,,,,,
18726,2023-05-10,CRWD,CROWDSTRIKE HOLDINGS INC,133.8,3982322.0,0.029706,224123.0,0,0.0,,,,,
18911,2023-05-10,DDOG,DATADOG INC,86.0,11266836.0,0.080538,296269.0,0,0.0,,,,,
90373,2023-05-10,DLR,DIGITAL REALTY TRUST INC,98.87,2030828.0,0.023393,291296.0,1,-0.11,-0.8,-0.8,0.0,1.0,-0.5333333333333333
89617,2023-05-10,EQIX,EQUINIX INC,750.28998,375483.0,0.03025,93523.0,1,-0.11,-0.8,-0.8,0.0,1.0,-0.5333333333333333
90319,2023-05-10,GOOGL,ALPHABET INC,111.75,63025134.0,0.040987,5941000.0,87,0.45,-0.25,0.35,0.25,2.0,0.11666666666666665
12490,2023-05-10,IBM,INTERNATIONAL BUSINESS MACHS COR,122.02,4189222.0,0.007015,908045.0,1,-0.11,-0.8,-0.8,0.0,1.0,-0.5333333333333333
59328,2023-05-10,INTC,INTEL CORP,29.97,40377639.0,-0.004319,4171000.0,0,0.0,,,,,
13407,2023-05-10,META,META PLATFORMS INC,233.08,19087349.0,-0.001243,2212153.0,42,0.3166666666666666,-0.4,-0.25,0.05,2.0,-0.20000000000000004
21413,2023-05-10,METV,LISTED FUNDS TRUST,9.11,195181.0,0.016741,48200.0,0,0.0,,,,,
10107,2023-05-10,MSFT,MICROSOFT CORP,312.31,30170317.0,0.017296,7435488.0,35,0.0717142857142857,0.0666666666666666,0.5333333333333333,0.0333333333333333,3.0,0.21111111111111105
53613,2023-05-10,MU,MICRON TECHNOLOGY INC,59.99,14467792.0,-0.015428,1094394.0,2,-0.1249999999999999,-0.15,-0.2,0.0,2.0,-0.11666666666666665
13447,2023-05-10,NOW,SERVICENOW INC,454.14001,1537752.0,0.028886,203700.0,1,0.23,-0.8,-0.8,0.0,1.0,-0.5333333333333333
86580,2023-05-10,NVDA,NVIDIA CORP,288.85001,36854168.0,0.01099,2470000.0,6,0.1133333333333333,0.0333333333333333,0.1666666666666666,0.2666666666666666,3.0,0.15555555555555553
10104,2023-05-10,ORCL,ORACLE CORP,97.52,5935280.0,0.014354,2699802.0,3,0.4000000000000001,0.0,0.5,0.2,1.0,0.2333333333333333
19788,2023-05-10,PLTR,PALANTIR TECHNOLOGIES INC,9.94,149374961.0,0.040838,1997726.0,1,0.34,-0.8,-0.8,0.0,1.0,-0.5333333333333333
77178,2023-05-10,QCOM,QUALCOMM INC,106.46,7959468.0,0.006524,1114000.0,0,0.0,,,,,
91907,2023-05-10,SMCI,SUPER MICRO COMPUTER INC,134.28,1010954.0,0.01535,52488.0,0,0.0,,,,,
19654,2023-05-10,SNOW,SNOWFLAKE INC,172.03999,6799409.0,0.049857,325000.0,0,0.0,,,,,
85442,2023-05-10,TSM,TAIWAN SEMICONDUCTOR MFG CO LTD,84.9,7442294.0,-0.001881,1068051.0,10,-0.134,0.9,0.9,-0.26,5.0,0.5133333333333333
17987,2023-05-10,VRT,VERTIV HOLDINGS CO,15.29,2510000.0,0.001966,377641.0,0,0.0,,,,,
85653,2023-05-11,AAIC,ARLINGTON ASSET INVESTMENT CORP,2.56,16024.0,-0.019157,28360.0,0,0.0,,,,,
14593,2023-05-11,AAPL,APPLE INC,173.75,49445230.0,0.001124,15728702.0,26,-0.0399999999999999,0.2,0.275,-0.175,4.0,0.10000000000000002
75510,2023-05-11,ADBE,ADOBE INC,341.57999,2160774.0,-0.007093,458700.0,2,0.23,-0.8,-0.8,0.0,1.0,-0.5333333333333333
20193,2023-05-11,AI,C3 AI INC,19.84,5578728.0,-0.016848,108710.0,2,0.32,0.5,0.9,0.6,1.0,0.6666666666666666
61241,2023-05-11,AMD,ADVANCED MICRO DEVICES INC,97.1,57011593.0,0.000825,1610362.0,3,0.23,-0.8,-0.8,0.0,1.0,-0.5333333333333333
84788,2023-05-11,AMZN,AMAZON COM INC,112.18,74810400.0,0.01806,10260354.0,48,0.47,-0.8,-0.8,0.0,1.0,-0.5333333333333333
81472,2023-05-11,ASML,A S M L HOLDING N V,650.19,558061.0,-0.010576,87767.0,0,0.0,,,,,
93002,2023-05-11,AVGO,BROADCOM INC,627.66998,1433437.0,0.002235,414000.0,0,0.0,,,,,
22623,2023-05-11,CEG,CONSTELLATION ENERGY CORP,79.12,2490207.0,-0.000667,324411.0,0,0.0,,,,,
90215,2023-05-11,CRM,SALESFORCE INC,203.47,5366315.0,-0.006737,1000000.0,4,0.115,-0.3,-0.15,0.0,2.0,-0.15
18726,2023-05-11,CRWD,CROWDSTRIKE HOLDINGS INC,132.14999,2538671.0,-0.012332,224123.0,0,0.0,,,,,
18911,2023-05-11,DDOG,DATADOG INC,86.65,5018499.0,0.007558,296269.0,0,0.0,,,,,
90373,2023-05-11,DLR,DIGITAL REALTY TRUST INC,97.77,2082756.0,-0.011126,291296.0,1,0.23,-0.8,-0.8,0.0,1.0,-0.5333333333333333
89617,2023-05-11,EQIX,EQUINIX INC,743.44,566418.0,-0.00913,93523.0,0,0.0,,,,,
90319,2023-05-11,GOOGL,ALPHABET INC,116.57,78660029.0,0.043132,5941000.0,146,0.1680821917808219,-0.1999999999999999,-0.0499999999999999,0.0333333333333333,6.0,-0.07222222222222217
12490,2023-05-11,IBM,INTERNATIONAL BUSINESS MACHS COR,120.9,3446452.0,-0.009179,908045.0,3,0.23,-0.8,-0.8,0.0,1.0,-0.5333333333333333
59328,2023-05-11,INTC,INTEL CORP,28.86,46869561.0,-0.037037,4171000.0,4,0.2175,0.0,0.2249999999999999,0.15,4.0,0.12499999999999996
13407,2023-05-11,META,META PLATFORMS INC,235.78999,20389937.0,0.011627,2212153.0,42,-0.2633333333333333,-0.8,-0.8500000000000001,0.0,2.0,-0.55
21413,2023-05-11,METV,LISTED FUNDS TRUST,9.15,293927.0,0.004391,48200.0,0,0.0,,,,,
10107,2023-05-11,MSFT,MICROSOFT CORP,310.10999,31622280.0,-0.007044,7435488.0,107,0.5597196261682243,0.2166666666666666,0.4833333333333333,0.1666666666666666,6.0,0.2888888888888888
53613,2023-05-11,MU,MICRON TECHNOLOGY INC,61.61,15473927.0,0.027004,1094394.0,2,-0.3,-0.15,-0.1,-0.15,2.0,-0.13333333333333333
13447,2023-05-11,NOW,SERVICENOW INC,452.57001,2018807.0,-0.003457,203700.0,0,0.0,,,,,
86580,2023-05-11,NVDA,NVIDIA CORP,285.78,32153299.0,-0.010628,2470000.0,4,0.47,-0.8,-0.8,0.0,1.0,-0.5333333333333333
10104,2023-05-11,ORCL,ORACLE CORP,97.44,5144541.0,-0.00082,2699802.0,9,0.4033333333333333,-0.3,0.0,0.2,2.0,-0.033333333333333326
19788,2023-05-11,PLTR,PALANTIR TECHNOLOGIES INC,9.88,73754074.0,-0.006036,1997726.0,1,0.23,-0.9,-0.9,0.0,1.0,-0.6
77178,2023-05-11,QCOM,QUALCOMM INC,104.06,10609619.0,-0.022544,1114000.0,1,0.23,-0.9,-0.9,0.0,1.0,-0.6
91907,2023-05-11,SMCI,SUPER MICRO COMPUTER INC,136.42999,1084751.0,0.016011,52488.0,0,0.0,,,,,
19654,2023-05-11,SNOW,SNOWFLAKE INC,170.07001,3466383.0,-0.011451,325000.0,0,0.0,,,,,
85442,2023-05-11,TSM,TAIWAN SEMICONDUCTOR MFG CO LTD,83.43,8730884.0,-0.017315,1068051.0,0,0.0,,,,,
17987,2023-05-11,VRT,VERTIV HOLDINGS CO,15.33,1672046.0,0.002616,377641.0,0,0.0,,,,,
85653,2023-05-12,AAIC,ARLINGTON ASSET INVESTMENT CORP,2.6,23654.0,0.015625,28360.0,0,0.0,,,,,
14593,2023-05-12,AAPL,APPLE INC,172.57001,45485175.0,-0.00541,15728702.0,12,0.23,-0.9,-0.9,0.0,1.0,-0.6
75510,2023-05-12,ADBE,ADOBE INC,335.45001,4245071.0,-0.017946,458700.0,0,0.0,,,,,
20193,2023-05-12,AI,C3 AI INC,19.42,4059104.0,-0.021169,108710.0,0,0.0,,,,,
61241,2023-05-12,AMD,ADVANCED MICRO DEVICES INC,95.26,53788393.0,-0.018949,1610362.0,3,0.23,-0.9,-0.9,0.0,1.0,-0.6
84788,2023-05-12,AMZN,AMAZON COM INC,110.26,49768250.0,-0.017115,10260354.0,72,0.37,-0.2,-0.2,0.0,2.0,-0.13333333333333333
81472,2023-05-12,ASML,A S M L HOLDING N V,647.51001,374257.0,-0.004122,87767.0,0,0.0,,,,,
93002,2023-05-12,AVGO,BROADCOM INC,631.15002,1181013.0,0.005544,414000.0,1,0.23,-0.9,-0.9,0.0,1.0,-0.6
22623,2023-05-12,CEG,CONSTELLATION ENERGY CORP,79.85,1985298.0,0.009226,324411.0,0,0.0,,,,,
90215,2023-05-12,CRM,SALESFORCE INC,201.81,4733643.0,-0.008158,1000000.0,3,0.1066666666666666,-0.15,-0.1,0.15,2.0,-0.03333333333333333
18726,2023-05-12,CRWD,CROWDSTRIKE HOLDINGS INC,130.23,2011908.0,-0.014529,224123.0,0,0.0,,,,,
18911,2023-05-12,DDOG,DATADOG INC,87.25,6503434.0,0.006924,296269.0,0,0.0,,,,,
90373,2023-05-12,DLR,DIGITAL REALTY TRUST INC,97.1,1448076.0,-0.006853,291296.0,1,-0.11,-0.9,-0.9,0.0,1.0,-0.6
89617,2023-05-12,EQIX,EQUINIX INC,739.22998,297706.0,-0.005663,93523.0,0,0.0,,,,,
90319,2023-05-12,GOOGL,ALPHABET INC,117.51,40975259.0,0.008064,5941000.0,29,-0.45,0.3,0.2,-0.3,1.0,0.06666666666666667
12490,2023-05-12,IBM,INTERNATIONAL BUSINESS MACHS COR,122.84,4564825.0,0.016046,908045.0,3,-0.11,-0.9,-0.9,0.0,1.0,-0.6
59328,2023-05-12,INTC,INTEL CORP,28.95,23921826.0,0.003119,4171000.0,1,-0.11,-0.9,-0.9,0.0,1.0,-0.6
13407,2023-05-12,META,META PLATFORMS INC,233.81,16129126.0,-0.008397,2212153.0,28,0.23,-0.9,-0.9,0.0,1.0,-0.6
21413,2023-05-12,METV,LISTED FUNDS TRUST,9.06,322178.0,-0.009836,48200.0,0,0.0,,,,,
10107,2023-05-12,MSFT,MICROSOFT CORP,308.97,19747525.0,-0.003676,7435488.0,61,-0.180655737704918,-0.34,-0.28,-0.06,5.0,-0.22666666666666668
53613,2023-05-12,MU,MICRON TECHNOLOGY INC,60.92,12067278.0,-0.0112,1094394.0,1,0.23,-0.9,-0.9,0.0,1.0,-0.6
13447,2023-05-12,NOW,SERVICENOW INC,455.20001,1221260.0,0.005811,203700.0,1,0.62,0.4,0.8,0.4,1.0,0.5333333333333333
86580,2023-05-12,NVDA,NVIDIA CORP,283.39999,27386239.0,-0.008328,2470000.0,4,-0.11,-0.9,-0.9,0.0,1.0,-0.6
10104,2023-05-12,ORCL,ORACLE CORP,97.85,4994703.0,0.004208,2699802.0,0,0.0,,,,,
19788,2023-05-12,PLTR,PALANTIR TECHNOLOGIES INC,9.5,62123944.0,-0.038462,1997726.0,1,-0.11,-0.9,-0.9,0.0,1.0,-0.6
77178,2023-05-12,QCOM,QUALCOMM INC,103.62,7611006.0,-0.004228,1114000.0,1,-0.11,-0.9,-0.9,0.0,1.0,-0.6
91907,2023-05-12,SMCI,SUPER MICRO COMPUTER INC,134.5,785670.0,-0.014146,52488.0,0,0.0,,,,,
19654,2023-05-12,SNOW,SNOWFLAKE INC,167.39999,4041019.0,-0.015699,325000.0,0,0.0,,,,,
85442,2023-05-12,TSM,TAIWAN SEMICONDUCTOR MFG CO LTD,83.43,5069826.0,0.0,1068051.0,1,0.4,0.9,0.9,0.0,1.0,0.6
17987,2023-05-12,VRT,VERTIV HOLDINGS CO,15.1,1711292.0,-0.015003,377641.0,0,0.0,,,,,
85653,2023-05-15,AAIC,ARLINGTON ASSET INVESTMENT CORP,2.56,58378.0,-0.015385,28360.0,0,0.0,,,,,
14593,2023-05-15,AAPL,APPLE INC,172.07001,37224505.0,-0.002897,15728702.0,21,0.0342857142857142,-0.1666666666666666,0.0,0.0,3.0,-0.05555555555555553
75510,2023-05-15,ADBE,ADOBE INC,345.67001,3310668.0,0.030467,458700.0,0,0.0,,,,,
20193,2023-05-15,AI,C3 AI INC,23.97,51408736.0,0.234295,108710.0,4,0.2925,0.625,0.875,0.175,4.0,0.5583333333333333
61241,2023-05-15,AMD,ADVANCED MICRO DEVICES INC,97.4,51693584.0,0.022465,1610362.0,3,-0.11,-0.9,-0.8,0.0,1.0,-0.5666666666666668
84788,2023-05-15,AMZN,AMAZON COM INC,111.2,52947790.0,0.008525,10260354.0,86,-0.1143023255813953,0.04,0.12,-0.08,5.0,0.02666666666666666
81472,2023-05-15,ASML,A S M L HOLDING N V,655.69,880969.0,0.012633,87767.0,0,0.0,,,,,
93002,2023-05-15,AVGO,BROADCOM INC,639.79999,1446835.0,0.013705,414000.0,1,0.23,-0.8,-0.7,0.0,1.0,-0.5
22623,2023-05-15,CEG,CONSTELLATION ENERGY CORP,80.27,2032922.0,0.00526,324411.0,0,0.0,,,,,
90215,2023-05-15,CRM,SALESFORCE INC,203.33,4518205.0,0.007532,1000000.0,0,0.0,,,,,
18726,2023-05-15,CRWD,CROWDSTRIKE HOLDINGS INC,135.55,3153943.0,0.040851,224132.0,0,0.0,,,,,
18911,2023-05-15,DDOG,DATADOG INC,88.5,6360276.0,0.014327,296269.0,0,0.0,,,,,
90373,2023-05-15,DLR,DIGITAL REALTY TRUST INC,98.38,1406076.0,0.013182,291296.0,1,-0.11,-0.9,-0.8,0.0,1.0,-0.5666666666666668
89617,2023-05-15,EQIX,EQUINIX INC,740.26001,326065.0,0.001393,93523.0,1,-0.51,0.5,0.8,-0.3,1.0,0.3333333333333333
90319,2023-05-15,GOOGL,ALPHABET INC,116.51,36189434.0,-0.00851,5941000.0,107,0.3199065420560747,0.24,0.3,-0.04,5.0,0.16666666666666666
